date,AOD,Albedo,EVI,Evapo,FPAR,Fire,GPP,GroundWater,Habitat_Patchiness,LAI,LST_Day,LST_Night,NDVI,Rain,SoilMoist,Temp_Delta,Carbon_Flux,Dust_Stress,Fire_Pressure,Rain_norm,Aridity_safe,Groundwater_Anomaly
2005-01-01,0.3573121333840587,0.18960351576241238,0.2910247187431915,6.17859579401858,0.4051279080038943,97.66666666666667,0.018726849011479953,0.08402128442613933,0.1426784107813147,0.6323794138537221,291.87977305043415,278.9716984816525,0.42251565596990903,2.1341441439907967,0.16740953496150804,12.908074568781672,0.009278410198146927,0.3573121333840587,0.0,0.022148361227147348,0.04238793799591498,0.08402128442613933
2005-02-01,0.3568374516076439,0.19099876867023322,0.3667134723657739,6.17859579401858,0.48407370718893206,97.66666666666667,0.018726849011479953,0.09237730662424465,0.16277905268353657,1.0927525914568086,293.39408500370945,282.4772514911103,0.5109987106899117,28.50564824174678,0.21564086898227686,10.916833512599169,0.009278410198146927,0.3568374516076439,0.0,0.29583446650027595,0.4841818179390809,0.09237730662424465
2005-03-01,0.32447972355530713,0.1896668835783007,0.29349240698449125,6.17859579401858,0.41721542869007733,97.66666666666667,0.018726849011479953,0.051667005689183206,0.1360631175405974,0.9871849319511377,303.5061331363302,289.0933304052507,0.41927455235455185,26.946427690478405,0.20588954429802742,14.412802731079523,0.009278410198146927,0.32447972355530713,0.0,0.27965271978015716,0.5385450115206397,0.051667005689183206
2005-04-01,0.5210623763727756,0.23325927700977298,0.11506951299063171,6.17859579401858,0.13425645619157814,97.66666666666667,0.018726849011479953,0.03745158039918749,0.031773475054827596,0.2202441173335629,315.2414229469825,291.09570641148963,0.16227586007837935,3.371814110827746,0.1631857520412831,24.145716535492852,0.009278410198146927,0.5210623763727756,1.0,0.03499302384409496,0.13342068093356946,0.03745158039918749
2005-05-01,0.7150177441799614,0.2251593885688517,0.09201374605442467,6.17859579401858,0.11042644747868961,127.57894736842105,0.018726849011479953,0.00276655656485659,0.021089856679148082,0.19928922975524704,316.22717134591085,295.57833555572677,0.130616567758128,5.801177922184386,0.16940856784544792,20.64883579018408,0.009278410198146927,0.7150177441799614,2.0,0.06020520428541679,0.2610619213991614,0.00276655656485659
2005-06-01,1.2815200009100232,0.24638740085396676,0.10420817584282034,6.17859579401858,0.10827543646746364,136.40213815789474,0.018726849011479953,0.09360842137794734,0.03834915460065991,0.19040381124487393,315.9068875957577,297.4422607746062,0.14101015855765472,33.308667611742045,0.18895787942902487,18.464626821151512,0.009278410198146927,1.2815200009100232,2.0,0.34568068156835224,1.4342992164193697,0.09360842137794734
2005-07-01,1.3987287496228615,0.22999159304092479,0.2002649998828359,6.17859579401858,0.1687918649720704,145.22532894736844,0.018726849011479953,0.10006495124157976,0.10356806396617951,0.329681547680166,309.6640332871679,299.0292636146357,0.26084615295341795,54.31384429324456,0.23777200995493955,10.63476967253223,0.009278410198146927,1.3987287496228615,2.0,0.5636745045685179,1.5620909353058374,0.10006495124157976
2005-08-01,0.7882914354809212,0.23737850320205883,0.2610251567305304,6.17859579401858,0.24204367754946451,154.0485197368421,0.018726849011479953,0.1200407348013476,0.14384848225086638,0.4982970100744208,310.20460824152025,298.09156372244803,0.3304926812747945,6.683686724446925,0.1872085754845973,12.113044519072218,0.009278410198146927,0.7882914354809212,2.0,0.06936396883920046,0.16112694095936017,0.1200407348013476
2005-09-01,0.4396407343883694,0.230636131050093,0.2524896005279341,6.17859579401858,0.3053465695569136,162.87171052631578,0.018726849011479953,0.09715161811606549,0.14442156303242334,0.6605623642991287,309.3873021490443,296.0303021275573,0.34033372170015613,53.648131597296576,0.2147427318090186,13.357000021486954,0.009278410198146927,0.4396407343883694,2.0,0.556765671674137,1.2644175184322242,0.09715161811606549
2005-10-01,0.4238245741535839,0.22130403696300918,0.17765956428310858,6.17859579401858,0.2489280833047294,171.69490131578948,0.018726849011479953,0.0742390819285547,0.0954954377516761,0.4240947380738891,309.0176147545021,289.4884913086508,0.25977736709174987,0.6036264876405991,0.1635322838722913,19.529123445851326,0.009278410198146927,0.4238245741535839,2.0,0.006264496019251002,0.017412145933163828,0.0742390819285547
2005-11-01,0.3994401805384048,0.20134187046860497,0.14671992833682904,6.17859579401858,0.18778471473195243,180.51809210526318,0.018726849011479953,0.05319466358472244,0.06809931701812688,0.25833889908597857,304.21984596600805,283.8942183220444,0.22678505915829417,0.7592700978194422,0.15253102876115265,20.325627643963628,0.009278410198146927,0.3994401805384048,2.0,0.007879780961762922,0.02411303926213459,0.05319466358472244
2005-12-01,0.31763054339734254,0.19474154551281048,0.1541412496580077,6.17859579401858,0.20206886278390634,189.34128289473685,0.018726849011479953,0.06021493621793087,0.07937994116451207,0.25312171086835894,295.19616845026894,277.4135343767417,0.24536450097024382,1.5299122654524073,0.15508716081766255,17.78263407352722,0.009278410198146927,0.31763054339734254,2.0,0.015877582400652214,0.04597340594081557,0.06021493621793087
2006-01-01,0.3097892368321602,0.1913207244341929,0.24649058712754524,6.17859579401858,0.3499669004771713,198.16447368421052,0.018726849011479953,0.03876406327844865,0.13278451366289698,0.501018149731949,293.69536505183964,278.0742708884981,0.3705766314646759,4.243389027866772,0.16587979302445144,15.621094163341525,0.009278410198146927,0.3097892368321602,2.0,0.044038315444222494,0.09358372791940957,0.03876406327844865
2006-02-01,0.3005745510870349,0.1969258493119624,0.36164395932764354,6.17859579401858,0.4762883291300903,206.98766447368422,0.018726849011479953,0.036493136861224885,0.177369304422306,1.047974049739414,299.7134893938109,285.75266682170746,0.4936304656031979,8.637134480404269,0.17398667928755734,13.960822572103439,0.009278410198146927,0.3005745510870349,2.0,0.08963704489131655,0.15099805364644628,0.036493136861224885
